customerName,customerNumber,country,no_of_customer,total_order,warehousecode,productName
"Dragon Souveniers, Ltd.",148,Singapore,2,59,d,"1962 City of Detroit Streetcar"
"Dragon Souveniers, Ltd.",148,Singapore,1,38,d,"The Mayflower"
"Dragon Souveniers, Ltd.",148,Singapore,1,45,d,"The Queen Mary"
"Dragon Souveniers, Ltd.",148,Singapore,1,50,d,"Pont Yacht"
"Royal Canadian Collectables, Ltd.",260,Canada,1,21,d,"1999 Yamaha Speed Boat"
"Royal Canadian Collectables, Ltd.",260,Canada,1,47,d,"The USS Constitution Ship"
"Dragon Souveniers, Ltd.",148,Singapore,1,30,d,"1958 Setra Bus"
"Dragon Souveniers, Ltd.",148,Singapore,1,34,d,"1940 Ford Pickup Truck"
"Auto Associés & Cie.",256,France,1,24,c,"1934 Ford V8 Coupe"
"Atelier graphique",103,France,1,43,c,"1938 Cadillac V-16 Presidential Limousine"
"Signal Gift Stores",112,USA,1,21,c,"1917 Grand Touring Sedan"
"Signal Gift Stores",112,USA,1,42,c,"1911 Ford Town Car"
"Signal Gift Stores",112,USA,1,42,c,"1932 Model A Ford J-Coupe"
"Signal Gift Stores",112,USA,1,36,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Auto Associés & Cie.",256,France,1,26,c,"18th Century Vintage Horse Carriage"
"Auto Associés & Cie.",256,France,1,38,c,"1917 Maxwell Touring Car"
"Signal Gift Stores",112,USA,1,45,c,"1939 Chevrolet Deluxe Coupe"
"Signal Gift Stores",112,USA,1,22,c,"1938 Cadillac V-16 Presidential Limousine"
"Auto Associés & Cie.",256,France,1,34,c,"1939 Cadillac Limousine"
"Auto Associés & Cie.",256,France,1,23,c,"1939 Chevrolet Deluxe Coupe"
"Auto Associés & Cie.",256,France,1,44,c,"1938 Cadillac V-16 Presidential Limousine"
giftsbymail.co.uk,240,UK,1,22,c,"1903 Ford Model A"
"Signal Gift Stores",112,USA,2,68,c,"1936 Mercedes Benz 500k Roadster"
"AV Stores, Co.",187,UK,1,42,c,"1917 Grand Touring Sedan"
"AV Stores, Co.",187,UK,2,70,c,"1911 Ford Town Car"
"AV Stores, Co.",187,UK,2,68,c,"1932 Model A Ford J-Coupe"
"AV Stores, Co.",187,UK,2,55,c,"1928 Mercedes-Benz SSK"
"AV Stores, Co.",187,UK,2,78,c,"1932 Alfa Romeo 8C2300 Spider Sport"
giftsbymail.co.uk,240,UK,1,23,c,"1904 Buick Runabout"
"AV Stores, Co.",187,UK,2,65,c,"1939 Chevrolet Deluxe Coupe"
"AV Stores, Co.",187,UK,2,65,c,"1938 Cadillac V-16 Presidential Limousine"
"Signal Gift Stores",112,USA,1,42,c,"1937 Lincoln Berline"
"Online Diecast Creations Co.",363,USA,1,49,c,"1936 Mercedes Benz 500k Roadster"
"Online Diecast Creations Co.",363,USA,1,22,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Online Diecast Creations Co.",363,USA,1,50,c,"1911 Ford Town Car"
"Online Diecast Creations Co.",363,USA,1,30,c,"1917 Grand Touring Sedan"
Gifts4AllAges.com,362,USA,1,51,c,"1940 Ford Delivery Sedan"
"Australian Collectors, Co.",114,Australia,2,49,c,"1928 Ford Phaeton Deluxe"
"Australian Collectors, Co.",114,Australia,2,90,c,"1930 Buick Marquette Phaeton"
Gifts4AllAges.com,362,USA,1,56,c,"1904 Buick Runabout"
Gifts4AllAges.com,362,USA,1,41,c,"1903 Ford Model A"
"Australian Collectors, Co.",114,Australia,1,32,c,"1937 Lincoln Berline"
"Australian Collectors, Co.",114,Australia,2,55,c,"1928 Mercedes-Benz SSK"
"AV Stores, Co.",187,UK,2,89,c,"1936 Mercedes Benz 500k Roadster"
"Auto Associés & Cie.",256,France,1,33,c,"1936 Chrysler Airflow"
"Rovelli Gifts",278,Italy,1,48,c,"1936 Mercedes-Benz 500K Special Roadster"
"AV Stores, Co.",187,UK,1,32,c,"1903 Ford Model A"
giftsbymail.co.uk,240,UK,1,47,c,"1941 Chevrolet Special Deluxe Cabriolet"
"AV Stores, Co.",187,UK,1,39,c,"1904 Buick Runabout"
"Australian Collectors, Co.",114,Australia,1,21,c,"1936 Mercedes-Benz 500K Special Roadster"
"Australian Collectors, Co.",114,Australia,1,48,c,"1913 Ford Model T Speedster"
"Australian Collectors, Co.",114,Australia,1,34,c,"1934 Ford V8 Coupe"
"Australian Collectors, Co.",114,Australia,1,45,c,"18th Century Vintage Horse Carriage"
"Australian Collectors, Co.",114,Australia,1,26,c,"1917 Maxwell Touring Car"
Gifts4AllAges.com,362,USA,2,106,c,"1912 Ford Model T Delivery Wagon"
GiftsForHim.com,357,"New Zealand",1,50,c,"1936 Chrysler Airflow"
GiftsForHim.com,357,"New Zealand",1,31,c,"1938 Cadillac V-16 Presidential Limousine"
GiftsForHim.com,357,"New Zealand",1,44,c,"1917 Maxwell Touring Car"
GiftsForHim.com,357,"New Zealand",1,34,c,"18th Century Vintage Horse Carriage"
GiftsForHim.com,357,"New Zealand",1,53,c,"1934 Ford V8 Coupe"
GiftsForHim.com,357,"New Zealand",1,47,c,"1913 Ford Model T Speedster"
GiftsForHim.com,357,"New Zealand",1,56,c,"1928 Mercedes-Benz SSK"
GiftsForHim.com,357,"New Zealand",1,44,c,"1936 Mercedes-Benz 500K Special Roadster"
"La Rochelle Gifts",119,France,2,72,c,"1928 Ford Phaeton Deluxe"
"La Rochelle Gifts",119,France,2,87,c,"1930 Buick Marquette Phaeton"
GiftsForHim.com,357,"New Zealand",1,65,c,"1937 Lincoln Berline"
"La Rochelle Gifts",119,France,1,36,c,"1904 Buick Runabout"
"La Rochelle Gifts",119,France,1,24,c,"1912 Ford Model T Delivery Wagon"
GiftsForHim.com,357,"New Zealand",1,32,c,"1903 Ford Model A"
"Reims Collectables",353,France,1,49,c,"1930 Buick Marquette Phaeton"
"Reims Collectables",353,France,1,22,c,"1928 Ford Phaeton Deluxe"
"AV Stores, Co.",187,UK,1,31,c,"1912 Ford Model T Delivery Wagon"
"Baane Mini Imports",121,Norway,1,27,c,"1913 Ford Model T Speedster"
"Baane Mini Imports",121,Norway,1,35,c,"1934 Ford V8 Coupe"
"Baane Mini Imports",121,Norway,1,25,c,"18th Century Vintage Horse Carriage"
"Baane Mini Imports",121,Norway,1,46,c,"1917 Maxwell Touring Car"
"Baane Mini Imports",121,Norway,1,41,c,"1939 Cadillac Limousine"
"Baane Mini Imports",121,Norway,1,25,c,"1936 Chrysler Airflow"
"Reims Collectables",353,France,1,34,c,"1937 Horch 930V Limousine"
"Reims Collectables",353,France,1,45,c,"1941 Chevrolet Special Deluxe Cabriolet"
"AV Stores, Co.",187,UK,1,46,c,"1937 Lincoln Berline"
"AV Stores, Co.",187,UK,1,27,c,"1936 Mercedes-Benz 500K Special Roadster"
"Baane Mini Imports",121,Norway,1,24,c,"1903 Ford Model A"
"AV Stores, Co.",187,UK,1,26,c,"1934 Ford V8 Coupe"
"Mini Gifts Distributors Ltd.",124,USA,4,167,c,"1939 Cadillac Limousine"
"AV Stores, Co.",187,UK,1,40,c,"18th Century Vintage Horse Carriage"
"Rovelli Gifts",278,Italy,1,43,c,"1937 Lincoln Berline"
giftsbymail.co.uk,240,UK,1,47,c,"1937 Horch 930V Limousine"
giftsbymail.co.uk,240,UK,1,25,c,"1940 Ford Delivery Sedan"
"Rovelli Gifts",278,Italy,2,73,c,"1930 Buick Marquette Phaeton"
giftsbymail.co.uk,240,UK,1,24,c,"1928 Ford Phaeton Deluxe"
"Marseille Mini Autos",350,France,1,20,c,"1939 Chevrolet Deluxe Coupe"
"Marseille Mini Autos",350,France,1,21,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Marseille Mini Autos",350,France,1,30,c,"1932 Model A Ford J-Coupe"
"Marseille Mini Autos",350,France,1,40,c,"1911 Ford Town Car"
"Marseille Mini Autos",350,France,1,45,c,"1917 Grand Touring Sedan"
"Oulu Toy Supplies, Inc.",311,Finland,1,23,c,"1940 Ford Delivery Sedan"
"Mini Gifts Distributors Ltd.",124,USA,3,123,c,"1903 Ford Model A"
"Clover Collections, Co.",189,Ireland,1,28,c,"1928 Ford Phaeton Deluxe"
"Mini Gifts Distributors Ltd.",124,USA,2,69,c,"1904 Buick Runabout"
"Mini Gifts Distributors Ltd.",124,USA,2,76,c,"1912 Ford Model T Delivery Wagon"
"Mini Gifts Distributors Ltd.",124,USA,2,68,c,"1937 Lincoln Berline"
"Mini Gifts Distributors Ltd.",124,USA,2,57,c,"1936 Mercedes-Benz 500K Special Roadster"
"Mini Gifts Distributors Ltd.",124,USA,2,92,c,"1917 Grand Touring Sedan"
"Mini Gifts Distributors Ltd.",124,USA,2,68,c,"1911 Ford Town Car"
"Mini Gifts Distributors Ltd.",124,USA,3,82,c,"1932 Model A Ford J-Coupe"
"Mini Gifts Distributors Ltd.",124,USA,4,107,c,"1928 Mercedes-Benz SSK"
"Mini Gifts Distributors Ltd.",124,USA,4,141,c,"1917 Maxwell Touring Car"
"Mini Gifts Distributors Ltd.",124,USA,1,36,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Oulu Toy Supplies, Inc.",311,Finland,1,46,c,"1937 Horch 930V Limousine"
"Mini Gifts Distributors Ltd.",124,USA,2,78,c,"1939 Chevrolet Deluxe Coupe"
"Mini Gifts Distributors Ltd.",124,USA,3,94,c,"1938 Cadillac V-16 Presidential Limousine"
"Auto-Moto Classics Inc.",198,USA,1,33,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Auto-Moto Classics Inc.",198,USA,1,26,c,"1917 Maxwell Touring Car"
"Auto-Moto Classics Inc.",198,USA,1,45,c,"1936 Chrysler Airflow"
"Mini Gifts Distributors Ltd.",124,USA,3,100,c,"1936 Mercedes Benz 500k Roadster"
"Oulu Toy Supplies, Inc.",311,Finland,1,33,c,"1912 Ford Model T Delivery Wagon"
"Oulu Toy Supplies, Inc.",311,Finland,1,50,c,"1941 Chevrolet Special Deluxe Cabriolet"
giftsbymail.co.uk,240,UK,1,34,c,"1930 Buick Marquette Phaeton"
"Rovelli Gifts",278,Italy,2,57,c,"1928 Ford Phaeton Deluxe"
"Rovelli Gifts",278,Italy,2,51,c,"1937 Horch 930V Limousine"
"Mini Gifts Distributors Ltd.",124,USA,2,78,c,"1913 Ford Model T Speedster"
"Mini Gifts Distributors Ltd.",124,USA,2,84,c,"1934 Ford V8 Coupe"
"Mini Gifts Distributors Ltd.",124,USA,2,82,c,"18th Century Vintage Horse Carriage"
"Mini Gifts Distributors Ltd.",124,USA,2,77,c,"1936 Chrysler Airflow"
"Mini Gifts Distributors Ltd.",124,USA,2,74,c,"1940 Ford Delivery Sedan"
"Rovelli Gifts",278,Italy,2,75,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Blauer See Auto, Co.",128,Germany,1,25,c,"1932 Model A Ford J-Coupe"
"Blauer See Auto, Co.",128,Germany,1,26,c,"1928 Mercedes-Benz SSK"
"Blauer See Auto, Co.",128,Germany,1,45,c,"1939 Chevrolet Deluxe Coupe"
"Blauer See Auto, Co.",128,Germany,1,46,c,"1938 Cadillac V-16 Presidential Limousine"
"Anna's Decorations, Ltd",276,Australia,1,24,c,"1938 Cadillac V-16 Presidential Limousine"
"Royal Canadian Collectables, Ltd.",260,Canada,1,34,c,"1928 Ford Phaeton Deluxe"
"Royal Canadian Collectables, Ltd.",260,Canada,1,41,c,"1930 Buick Marquette Phaeton"
"Royal Canadian Collectables, Ltd.",260,Canada,1,34,c,"1904 Buick Runabout"
"Anna's Decorations, Ltd",276,Australia,1,33,c,"1939 Chevrolet Deluxe Coupe"
"UK Collectables, Ltd.",201,UK,1,43,c,"1917 Grand Touring Sedan"
"UK Collectables, Ltd.",201,UK,1,38,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Alpha Cognac",242,France,1,48,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Anna's Decorations, Ltd",276,Australia,1,32,c,"1913 Ford Model T Speedster"
"Alpha Cognac",242,France,1,27,c,"1937 Horch 930V Limousine"
"Alpha Cognac",242,France,1,21,c,"1940 Ford Delivery Sedan"
"Blauer See Auto, Co.",128,Germany,1,33,c,"1917 Maxwell Touring Car"
"Mini Wheels Co.",129,USA,1,33,c,"1937 Lincoln Berline"
"Mini Wheels Co.",129,USA,1,48,c,"1936 Mercedes-Benz 500K Special Roadster"
"Mini Wheels Co.",129,USA,1,28,c,"1934 Ford V8 Coupe"
"Mini Wheels Co.",129,USA,1,43,c,"18th Century Vintage Horse Carriage"
"Mini Wheels Co.",129,USA,2,85,c,"1917 Maxwell Touring Car"
"Mini Wheels Co.",129,USA,2,65,c,"1936 Chrysler Airflow"
"Men 'R' US Retailers, Ltd.",347,USA,1,22,c,"1940 Ford Delivery Sedan"
"Men 'R' US Retailers, Ltd.",347,USA,1,36,c,"1937 Horch 930V Limousine"
"Men 'R' US Retailers, Ltd.",347,USA,1,20,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Mini Wheels Co.",129,USA,1,31,c,"1913 Ford Model T Speedster"
"Mini Wheels Co.",129,USA,1,24,c,"1939 Cadillac Limousine"
"CAF Imports",344,Spain,1,45,c,"1912 Ford Model T Delivery Wagon"
"CAF Imports",344,Spain,1,35,c,"1904 Buick Runabout"
"Land of Toys Inc.",131,USA,1,32,c,"1903 Ford Model A"
"Land of Toys Inc.",131,USA,1,42,c,"1904 Buick Runabout"
"Land of Toys Inc.",131,USA,1,30,c,"1912 Ford Model T Delivery Wagon"
"Land of Toys Inc.",131,USA,1,23,c,"1940 Ford Delivery Sedan"
"Norway Gifts By Mail, Co.",299,"Norway  ",1,33,c,"1930 Buick Marquette Phaeton"
"Norway Gifts By Mail, Co.",299,"Norway  ",1,50,c,"1928 Ford Phaeton Deluxe"
"Anna's Decorations, Ltd",276,Australia,1,42,c,"1936 Mercedes-Benz 500K Special Roadster"
"Canadian Gift Exchange Network",202,Canada,1,37,c,"1913 Ford Model T Speedster"
"Canadian Gift Exchange Network",202,Canada,1,28,c,"1934 Ford V8 Coupe"
"CAF Imports",344,Spain,1,23,c,"1903 Ford Model A"
"Canadian Gift Exchange Network",202,Canada,1,30,c,"18th Century Vintage Horse Carriage"
"Canadian Gift Exchange Network",202,Canada,1,28,c,"1917 Maxwell Touring Car"
"Canadian Gift Exchange Network",202,Canada,1,21,c,"1939 Cadillac Limousine"
"Canadian Gift Exchange Network",202,Canada,1,33,c,"1936 Chrysler Airflow"
"Anna's Decorations, Ltd",276,Australia,1,35,c,"1937 Lincoln Berline"
"Kelly's Gift Shop",496,"New Zealand",1,29,c,"1903 Ford Model A"
"Euro+ Shopping Channel",141,Spain,4,140,c,"1903 Ford Model A"
"Euro+ Shopping Channel",141,Spain,4,123,c,"1904 Buick Runabout"
"Classic Gift Ideas, Inc",339,USA,1,22,c,"1940 Ford Delivery Sedan"
"Classic Gift Ideas, Inc",339,USA,1,22,c,"1937 Horch 930V Limousine"
"Classic Gift Ideas, Inc",339,USA,1,48,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Euro+ Shopping Channel",141,Spain,2,89,c,"1928 Ford Phaeton Deluxe"
"Euro+ Shopping Channel",141,Spain,3,96,c,"1930 Buick Marquette Phaeton"
"Classic Gift Ideas, Inc",339,USA,1,47,c,"1936 Chrysler Airflow"
"Classic Gift Ideas, Inc",339,USA,1,40,c,"1939 Cadillac Limousine"
"Classic Gift Ideas, Inc",339,USA,1,22,c,"18th Century Vintage Horse Carriage"
"Anna's Decorations, Ltd",276,Australia,1,20,c,"1939 Cadillac Limousine"
"Norway Gifts By Mail, Co.",299,"Norway  ",1,39,c,"1937 Horch 930V Limousine"
"Euro+ Shopping Channel",141,Spain,3,103,c,"1937 Lincoln Berline"
"Euro+ Shopping Channel",141,Spain,2,68,c,"1936 Mercedes-Benz 500K Special Roadster"
"Euro+ Shopping Channel",141,Spain,3,104,c,"1928 Mercedes-Benz SSK"
"Euro+ Shopping Channel",141,Spain,2,64,c,"1939 Chevrolet Deluxe Coupe"
"Euro+ Shopping Channel",141,Spain,3,90,c,"1938 Cadillac V-16 Presidential Limousine"
"Royal Canadian Collectables, Ltd.",260,Canada,1,46,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Euro+ Shopping Channel",141,Spain,1,30,c,"1913 Ford Model T Speedster"
"Euro+ Shopping Channel",141,Spain,1,24,c,"1934 Ford V8 Coupe"
"Euro+ Shopping Channel",141,Spain,1,29,c,"18th Century Vintage Horse Carriage"
"Euro+ Shopping Channel",141,Spain,1,36,c,"1917 Maxwell Touring Car"
"Euro+ Shopping Channel",141,Spain,2,81,c,"1936 Chrysler Airflow"
"Classic Gift Ideas, Inc",339,USA,1,39,c,"1934 Ford V8 Coupe"
"Euro+ Shopping Channel",141,Spain,2,56,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Classic Gift Ideas, Inc",339,USA,1,37,c,"1913 Ford Model T Speedster"
"Euro+ Shopping Channel",141,Spain,2,81,c,"1937 Horch 930V Limousine"
"Euro+ Shopping Channel",141,Spain,2,74,c,"1940 Ford Delivery Sedan"
"Euro+ Shopping Channel",141,Spain,2,73,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Euro+ Shopping Channel",141,Spain,1,30,c,"1912 Ford Model T Delivery Wagon"
"Souveniers And Things Co.",282,Australia,1,15,c,"1936 Mercedes Benz 500k Roadster"
"Souveniers And Things Co.",282,Australia,1,45,c,"1939 Chevrolet Deluxe Coupe"
"Euro+ Shopping Channel",141,Spain,2,56,c,"1939 Cadillac Limousine"
"Souveniers And Things Co.",282,Australia,1,66,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Euro+ Shopping Channel",141,Spain,1,39,c,"1917 Grand Touring Sedan"
"Euro+ Shopping Channel",141,Spain,1,27,c,"1911 Ford Town Car"
"Euro+ Shopping Channel",141,Spain,1,40,c,"1932 Model A Ford J-Coupe"
"Euro+ Shopping Channel",141,Spain,1,43,c,"1936 Mercedes Benz 500k Roadster"
"Australian Gift Network, Co",333,Australia,1,49,c,"1939 Cadillac Limousine"
"Australian Gift Network, Co",333,Australia,1,46,c,"1913 Ford Model T Speedster"
"Souveniers And Things Co.",282,Australia,1,36,c,"1911 Ford Town Car"
"Volvo Model Replicas, Co",144,Sweden,1,23,c,"1913 Ford Model T Speedster"
"Souveniers And Things Co.",282,Australia,1,37,c,"1917 Grand Touring Sedan"
"Souveniers And Things Co.",282,Australia,1,33,c,"1930 Buick Marquette Phaeton"
"Souveniers And Things Co.",282,Australia,1,49,c,"1928 Ford Phaeton Deluxe"
"Souveniers And Things Co.",282,Australia,1,34,c,"1937 Horch 930V Limousine"
"Volvo Model Replicas, Co",144,Sweden,1,50,c,"1904 Buick Runabout"
"Volvo Model Replicas, Co",144,Sweden,1,41,c,"1912 Ford Model T Delivery Wagon"
"Volvo Model Replicas, Co",144,Sweden,1,20,c,"1940 Ford Delivery Sedan"
"Souveniers And Things Co.",282,Australia,1,44,c,"1939 Cadillac Limousine"
"Amica Models & Co.",249,Italy,1,50,c,"1937 Lincoln Berline"
Toys4GrownUps.com,205,USA,1,37,c,"1917 Grand Touring Sedan"
"Danish Wholesale Imports",145,Denmark,1,22,c,"1903 Ford Model A"
"Danish Wholesale Imports",145,Denmark,1,41,c,"1904 Buick Runabout"
"Danish Wholesale Imports",145,Denmark,1,44,c,"1912 Ford Model T Delivery Wagon"
"Danish Wholesale Imports",145,Denmark,1,50,c,"1940 Ford Delivery Sedan"
Toys4GrownUps.com,205,USA,1,45,c,"1911 Ford Town Car"
Toys4GrownUps.com,205,USA,1,27,c,"1932 Model A Ford J-Coupe"
Toys4GrownUps.com,205,USA,1,32,c,"1928 Mercedes-Benz SSK"
"Amica Models & Co.",249,Italy,1,27,c,"1936 Mercedes-Benz 500K Special Roadster"
Toys4GrownUps.com,205,USA,1,43,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Amica Models & Co.",249,Italy,1,26,c,"1917 Grand Touring Sedan"
"Amica Models & Co.",249,Italy,1,25,c,"1911 Ford Town Car"
"Amica Models & Co.",249,Italy,1,37,c,"1932 Model A Ford J-Coupe"
"Danish Wholesale Imports",145,Denmark,1,34,c,"1937 Lincoln Berline"
"Danish Wholesale Imports",145,Denmark,1,29,c,"1936 Mercedes-Benz 500K Special Roadster"
"Tekni Collectables Inc.",328,USA,1,56,c,"1930 Buick Marquette Phaeton"
Toys4GrownUps.com,205,USA,1,23,c,"1939 Chevrolet Deluxe Coupe"
Toys4GrownUps.com,205,USA,1,28,c,"1938 Cadillac V-16 Presidential Limousine"
"Amica Models & Co.",249,Italy,1,22,c,"1928 Mercedes-Benz SSK"
"Amica Models & Co.",249,Italy,1,46,c,"1913 Ford Model T Speedster"
"Mini Caravy",209,France,1,41,c,"1917 Grand Touring Sedan"
